,lat,lon
0,28.41589430832149,77.00428155920908
1,28.41586292800005,77.0039397873787
2,28.41589081373631,77.00428206938977
3,28.415863331364726,77.00393961579069
4,28.41589190076983,77.00428218475672
5,28.41586246696105,77.00394078728226
6,28.415892480549058,77.00428123428928
7,28.415860579612062,77.00394159415474
8,28.41589212637323,77.00428047948591
9,28.415859970769738,77.00394198817607
10,28.415891301132767,77.00427992578045
11,28.41585897024394,77.00394337201807
12,28.415892360908064,77.0042793208618
13,28.41585868108607,77.00394384784384
14,28.41589364964896,77.00427902935996
15,28.415857870582443,77.00394396593444
16,28.41589318976954,77.00427902269503
17,28.41585763175914,77.00394474317116
18,28.415890484439927,77.00427882727327
19,28.415858066722738,77.0039445632942
20,28.41589206430835,77.0042787613504
21,28.415858218634813,77.00394494741637
22,28.4158917979688,77.00427881483576
23,28.415869041997052,77.00393624533757
24,28.415885495950842,77.00427969224678
25,28.41586128541051,77.00394300163686
26,28.41588838124958,77.00427945409187
27,28.41586458925524,77.00393966422695
28,28.415848418657646,77.00427507514692
29,28.41587100501789,77.00393664236124
30,28.41585049031216,77.00427610518652
31,28.415871095196717,77.00393664279477
32,28.415851122020324,77.00427610813585
33,28.415870465115137,77.00393623163626
34,28.415861016199987,77.00427567286008
35,28.415881547772546,77.00393152999875
36,28.415873612008642,77.00427811559868
37,28.41587928542911,77.00393147120076
38,28.415862771516156,77.00427723807347
39,28.415884457656066,77.00392956890633
40,28.415869168396377,77.00427853588795
41,28.415885296278713,77.00392601350369
42,28.415888871227114,77.00428265416913
43,28.415896584441168,77.0039231263484
44,28.415874792865576,77.00428095434148
45,28.41590360448076,77.00392263960076
46,28.415868942430816,77.00428240149903
47,28.41590808427455,77.00392261130216
48,28.415843070501918,77.00427689870254
49,28.41591519651532,77.0039228377788
50,28.41582207068672,77.00427147206794
51,28.41591315579139,77.00392151319991
52,28.41584809170439,77.00428132969282
53,28.415909586901115,77.00392165939549
54,28.41592222553294,77.00392188847746
55,28.415922120249657,77.00392095508569
56,28.4159332562827,77.00392408235524
57,28.415930918215885,77.00392183564696
58,28.41593636356366,77.00392278282658
59,28.415945746178036,77.00392770075597
60,28.415946268408845,77.00392675512732
61,28.415954471457276,77.00393240884134
62,28.415950869926306,77.00392977336088
63,28.415951320792143,77.00392979133693
64,28.415961953083784,77.00393694118331
65,28.415962196116066,77.00393702915953
66,28.415969879652025,77.00394461332458
67,28.415970344859105,77.0039448507836
68,28.41597206265651,77.00394455678601
69,28.415977756898297,77.00395181782973
70,28.415978176209382,77.00395200608212
71,28.41598147569419,77.00395696427958
72,28.415981991145152,77.00395725935519
73,28.415983688190114,77.0039569547197
74,28.415985861888007,77.00396054283108
75,28.41598626261326,77.00396077727957
76,28.415988685181905,77.00396203771044
77,28.415989184051735,77.00396236727123
78,28.415989580554193,77.00396261078266
79,28.41599035056615,77.00396369289706
80,28.415991934375718,77.00396312665701
81,28.41599230848251,77.00396332716382
82,28.415992804724457,77.00396366174661
83,28.41599319932625,77.00396390931347
84,28.415994447163367,77.00396244403709
85,28.415994843616637,77.00396268760477
86,28.41599475006498,77.00396155149521
87,28.415995164085572,77.00396188905728
88,28.415996563723255,77.00396122606894
89,28.41599621866932,77.00395950549154
90,28.415996711311852,77.00395971438871
91,28.415996128635502,77.00395772614388
92,28.41599653728365,77.00395794247214
93,28.415892659097626,77.00391363494217
94,28.415893306970563,77.00391357333763
95,28.415892657218485,77.00391361137449
96,28.41589257745308,77.00391296411726
97,28.415892834173484,77.00391233729663
98,28.415890349927444,77.0039156227342
99,28.415889707310132,77.00391580167752
100,28.415888989034332,77.00391613442712
101,28.415888378167303,77.00391569945589
102,28.41589015956105,77.00391427361087
103,28.41588905083764,77.00391528931304
104,28.415889782274995,77.00391343658912
105,28.415891291946394,77.00391210963875
106,28.415892245162446,77.00391276678911
107,28.415892529227843,77.00391192446588
108,28.415892924100486,77.00391124099292
109,28.415893503881367,77.00391019448502
110,28.415894103037804,77.00390917420897
111,28.415894952662693,77.00390956131848
112,28.41590101281703,77.00390374713272
113,28.415899433370928,77.00390400869728
114,28.415898880818553,77.00390579884908
115,28.41589847101506,77.00390521819497
116,28.415898459872526,77.00390470805401
117,28.415898766266782,77.00390402913588
118,28.41589954155877,77.00390460788712
119,28.415900333694964,77.00390345108295
120,28.415897739770006,77.00390515454482
121,28.41589689395108,77.0039056957306
122,28.41589959297918,77.0039046670045
123,28.4158990346006,77.00390493132997
124,28.41590189053652,77.0039018308154
125,28.415900469196913,77.00390312529177
126,28.41589960419927,77.00390521279336
127,28.415900077796085,77.00390386002005
128,28.41589861713137,77.00390481177632
129,28.415896504704392,77.00390706763599
130,28.41589742594411,77.00390506312696
131,28.415897620757686,77.00390681316706
132,28.41589717458702,77.00390649168841
133,28.415899570554785,77.00390341120332
134,28.415902398160796,77.00390257026869
135,28.415901961681538,77.0039023289724
136,28.415901566510744,77.00390259590675
137,28.4159012812788,77.0039026615302
138,28.415902174060566,77.0039034241982
139,28.415902250586868,77.0039033547582
140,28.415901756496634,77.0039030316485
141,28.41590060813094,77.00390418164177
142,28.415903866700408,77.00390278084818
143,28.415903498812693,77.00390246832241
144,28.415902170919615,77.00390334477738
145,28.41590106706312,77.00390379357859
146,28.415901818155554,77.00390514895963
147,28.415902940227433,77.00390358497972
148,28.415903556534328,77.00390194439498
149,28.415901903360602,77.00390307966678
150,28.41590145501561,77.0039032918853
151,28.415902410094837,77.00390417108197
152,28.415901826373496,77.00390388689975
153,28.415902320082402,77.00390286623909
154,28.415902690690835,77.00390444777744
155,28.4159034187358,77.00390354116485
156,28.4159010275319,77.00390439365523
157,28.41589825510527,77.00390621382019
158,28.415897417439297,77.00390810849201
159,28.415896009829275,77.00390880645155
160,28.415895423399817,77.00390816277209
161,28.41589798342631,77.00390459638835
162,28.41589580156813,77.00390816217481
163,28.415895925715773,77.0039068909639
164,28.415894337050823,77.00390758728014
165,28.4158951006367,77.003906201262
166,28.41589762252297,77.00390487642534
167,28.415894884966658,77.00390692154969
168,28.41589665350678,77.0039045240261
169,28.415892624323213,77.00390749057432
170,28.415893794907426,77.00390540702956
171,28.415895158833806,77.00390523800878
172,28.416128437645476,77.00380668268656
173,28.41612606237147,77.00380579264214
174,28.416124586485704,77.0038058009495
175,28.41612789425493,77.00380480710666
176,28.41612635604072,77.0038048374691
177,28.41612279866269,77.00380331437206
178,28.416120168970807,77.00380291069402
179,28.416119470129686,77.00379945274443
180,28.416118401277437,77.00379986952063
181,28.416116010888665,77.00379953993934
182,28.41611559739238,77.003800216851
183,28.41611964318209,77.00379984866115
184,28.416117726389672,77.00379961029826
185,28.416118389246478,77.0038010790185
186,28.416116909956326,77.00380127051584
187,28.416285192705615,77.00391202138535
188,28.41628499356798,77.00392578872605
189,28.41628140837226,77.00394147790753
190,28.41628076987158,77.00393923510454
191,28.41628224025499,77.00394174320421
192,28.416281580924615,77.0039406458758
193,28.416281345174028,77.00394678825285
194,28.41626696450466,77.00394547926257
195,28.416269496475284,77.00394450006178
196,28.41626931220329,77.00394605337307
197,28.416270898964545,77.00394238661997
198,28.41627022568421,77.00394210821877
199,28.416273432661484,77.00391729227665
200,28.416278873583575,77.00394509815571
201,28.416278168457342,77.00394346772912
202,28.41627740712224,77.00394333046813
203,28.416279477765737,77.00393993087405
204,28.416278665038227,77.00394002620448
205,28.41627766035928,77.00394392862819
206,28.416276979643595,77.00394091849377
207,28.416285354812885,77.0039371952294
208,28.41628473964784,77.00393256395238
209,28.41628358173106,77.00393321194163
210,28.416268311894278,77.00384725221994
211,28.41626502398872,77.0038261451783
212,28.41627775565674,77.00393085063556
213,28.416255776197616,77.00381014917589
214,28.41627443041614,77.00392814324728
215,28.4162871176866,77.0039033973708
216,28.416282050402078,77.00388062888112
217,28.41628107509032,77.0038808612664
218,28.416278764242012,77.00388167950511
219,28.416277570670015,77.0038881222651
220,28.416280790577527,77.00388935231035
221,28.41627057942321,77.00392069252057
222,28.416275877501523,77.00388806955337
223,28.416271513392758,77.00391784956848
224,28.416270376725752,77.00391819310094
225,28.416268724695545,77.0039144143989
226,28.416266986110163,77.00391306085278
227,28.41626821662554,77.00391456304953
228,28.41628643974001,77.00380920700016
229,28.416289638689914,77.00381101307038
230,28.416297230003195,77.00380955545309
231,28.416297192009004,77.00382519212974
232,28.416297320373776,77.00382906537298
233,28.416297831605895,77.00384590390998
234,28.416299714962804,77.00385273239587
235,28.416296613758078,77.00385970420493
236,28.41629405397128,77.00386607800169
237,28.416291685552878,77.0038710170567
238,28.41629135521177,77.00387740020702
239,28.416293556488064,77.0038771077705
240,28.416273788043327,77.00387744672958
241,28.416271171629383,77.00387913374739
242,28.416274330087138,77.00390730253545
243,28.4162733083712,77.00387750340983
244,28.41627223462579,77.00387545355652
245,28.41627187691099,77.00387580469946
246,28.416275525606043,77.00387347525245
247,28.416274085528656,77.00387128872013
248,28.41627385098199,77.00387355539168
249,28.416275476071235,77.00390143498394
250,28.416279185805948,77.00391005721275
251,28.416266964224285,77.003909496094
252,28.41627769958687,77.0038884282529
253,28.416276314243532,77.0038850800071
254,28.416271834311054,77.00390918860306
255,28.41627090359005,77.00391068123461
256,28.41626990719193,77.00391019093023
257,28.416268957458872,77.00391090199578
258,28.41626822690754,77.00390998662624
259,28.41627179695242,77.00390733577758
260,28.41627101585061,77.00390733329665
261,28.416270200031104,77.00390676282488
262,28.41627364347404,77.00390529229938
263,28.41627276209533,77.0039051640273
264,28.416272242204467,77.00390640480934
265,28.416270452484802,77.00390535979042
266,28.416272727664754,77.0039033637482
267,28.41627091219237,77.00390481948638
268,28.416269933693414,77.00390428529525
269,28.416268449708816,77.00390136713165
270,28.416270853142624,77.0038990868439
271,28.416269339158656,77.00390168382626
272,28.41626795959375,77.0039027405696
273,28.416266622025585,77.00390262672872
274,28.41626901060021,77.00390086197689
275,28.41626785417562,77.00389966834388
276,28.41626751508083,77.00389903196285
277,28.41626665037391,77.00389888628855
278,28.416265384354613,77.00390064258153
279,28.41626886912535,77.00389946207409
280,28.416267499057657,77.00390112723052
281,28.416266365034538,77.00390146659467
282,28.416269054255295,77.00390220404994
283,28.416269676218963,77.0038968485672
284,28.416269056447753,77.00389618854642
285,28.41626965853026,77.00389536616669
286,28.416271549852155,77.00389387790423
287,28.41627014139836,77.00389547336974
288,28.41626889210099,77.0038977401769
289,28.416268368192807,77.0038978946424
290,28.416270501243144,77.00389937474061
291,28.416269958636207,77.00389985176919
292,28.41627080995541,77.00388913861562
293,28.41627140482005,77.00388410391305
294,28.416273243463802,77.00388208889332
295,28.416271862195266,77.0038835580354
296,28.416272266625292,77.00388723915438
297,28.41627363193039,77.00389454852407
298,28.41627244412982,77.00389544234464
299,28.41627347970362,77.00389663126703
300,28.4162735790285,77.00389607856556
301,28.41627263722675,77.00389605570388
302,28.41627244928118,77.00389724942805
303,28.41627244928118,77.00389724942805
304,28.416272547196744,77.00389764235375
305,28.416272857846813,77.00389640402791
306,28.416273544074897,77.00389642638928
307,28.41627376987849,77.00389583507572
308,28.416273940524956,77.00389368108748
309,28.416273937087205,77.00389199787494
310,28.416274554988924,77.00389654616848
311,28.416274820061094,77.00389430696065
312,28.416274154270067,77.0039018101892
313,28.4162733659035,77.00389894222526
314,28.41627423079722,77.00389978758066
315,28.416274224444262,77.00390146303725
316,28.41627350627594,77.00389794728687
317,28.41626210077777,77.00389763492652
318,28.4162621951313,77.00389578962094
319,28.41626259427233,77.0038939462325
320,28.416262240301833,77.00389570743164
321,28.416262031551526,77.00389448847115
322,28.416262166164792,77.00389457725349
323,28.41626197904069,77.00389366041617
324,28.416261972369927,77.00389274190393
325,28.416261871825096,77.00389349689056
326,28.416261859311582,77.00389390976095
327,28.416261844928062,77.00389462581055
328,28.41626200723535,77.00389626121064
329,28.416262046925304,77.00389268935591
330,28.41626200524605,77.00389479530051
331,28.41626189455695,77.00389612010096
332,28.416261777011247,77.00390298832113
333,28.41626197946749,77.00389625546198
334,28.41626161280242,77.0039060555954
335,28.416263127470092,77.00390248124533
336,28.41626351780298,77.00389473118821
337,28.416263551009468,77.00389238324873
338,28.416263566569924,77.0038910565268
339,28.41626338930422,77.0038889175325
340,28.416263298214268,77.00388655111469
341,28.416263271062967,77.00387746724854
342,28.41626276715912,77.0039010486562
343,28.416262443518548,77.00387420622853
344,28.416262086115005,77.00387165398058
345,28.416261791764413,77.00386853065645
346,28.41626101124877,77.00386578053833
347,28.416260665975432,77.00386273122962
348,28.416260281017877,77.00386018407569
349,28.416260077562693,77.00385773709205
350,28.416259268418973,77.0038545794931
351,28.416258959206225,77.00385203363717
352,28.4162645972629,77.00388569531806
353,28.416269043207464,77.00388231613054
354,28.416268581247405,77.00389824228091
355,28.416268704317105,77.00389784372824
356,28.41626823135971,77.00389693932482
357,28.41626843006231,77.00389625128905
358,28.416268956354568,77.00391185550427
359,28.416268413303328,77.00391389568148
360,28.416268550751226,77.003915667092
361,28.416268767609672,77.00392556443988
362,28.416267481987013,77.00388096520817
363,28.416267919931297,77.0038805388312
364,28.416270137957707,77.00389066132037
365,28.416269603154255,77.00389100079794
366,28.416268554984743,77.00389132303795
367,28.416268259198084,77.00389079952504
368,28.416268040891346,77.00388948002319
369,28.416267869310236,77.00388979263373
370,28.416266906310096,77.00389062215045
371,28.416267169232384,77.00389030738401
372,28.416266925765232,77.00389214672893
373,28.416266749658515,77.00389235563577
374,28.41626612244141,77.0038923504013
375,28.416265913768882,77.00389195067844
376,28.416265992619334,77.00389123453607
377,28.416266056321298,77.00388988175398
378,28.416267688759397,77.00389057142357
379,28.41626661071078,77.00389149330596
380,28.416266513904826,77.0038921659784
381,28.416266419926078,77.003891656531
382,28.416266933715086,77.00389074238524
383,28.41626846388302,77.00388991682964
384,28.416269562203972,77.00389327836088
385,28.416270723680235,77.00389134842497
386,28.416270405448724,77.00388777063276
387,28.416270134951766,77.00388580974109
388,28.416270403964617,77.00388468660064
389,28.416272055160665,77.00390223771025
390,28.416271377094848,77.00390460372317
391,28.416272729481072,77.00390276557489
392,28.416272912931262,77.00390417331067
393,28.416272098642274,77.00390131642233
394,28.416269976196087,77.00390070270853
395,28.41627034416999,77.00390123176632
396,28.41626953608569,77.00390409089486
397,28.416269542825596,77.00390078299161
398,28.416269358053857,77.00389904854215
399,28.41626815099486,77.00389639086313
400,28.416267700502324,77.00389871941574
401,28.416267608803825,77.00389790315249
402,28.4162662062706,77.0038974071013
403,28.416266293738598,77.00389577394465
404,28.41626647199965,77.00389444677155
405,28.41626646604703,77.00389446798731
406,28.4162650562778,77.00389446386798
407,28.41626523250303,77.00389483229142
408,28.416265414500558,77.00389360785603
409,28.416265595467824,77.00389319989962
410,28.416264248805604,77.00389571672324
411,28.416264518054923,77.00389602455688
412,28.416264869005747,77.00389558624548
413,28.4162653380015,77.00389344788333
414,28.416263917157064,77.00389253021063
415,28.416264294975374,77.00389118009004
416,28.416264655910336,77.00389118566655
417,28.41626501205996,77.0038919624705
418,28.41626544908888,77.00389288968569
419,28.416263806878998,77.00389320088279
420,28.41626416737327,77.00389337673403
421,28.416264881220314,77.00388451306084
422,28.416263326741184,77.00388687457382
423,28.416263811262848,77.00388933936304
424,28.416264229233278,77.00389078113207
425,28.416264742200298,77.00389246596737
